@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'principal noticia semana numeral zika viru x olimpiado numeral amazônia numeral º c numeral dr google soundtrack jeff url',news
'gente zika torce contra nao adianta paulo semifinalista libertador',noise
'acha eonni obrigado dever porque parecido acho tô suspeito dengue realidade',relevant
'md cara pqp kj parecia zika vírus nu ksksksksksnsn',noise
'garoto passa ano todo cortando hora tomar vacina contra zika vírus ficar falar tá medo',noise
'eonni ir lá culpa transmissor dengue corpo tá todo dolorer',relevant
'amigo primo tão tudo viciado música costa causa mim funny costa gold zika vírus',noise
'sabe mina cachorro piranha tudo mal amar sair lo zika vírus',noise
'falar nisso hoje cedo mosquito pousar braço saber transmissor dengue sim tô lascado',relevant
'brasil avança pesquisa vacina contra vírus zika url',news
'zika vírus tentando pika aki',relevant
'tudo causa medo rihanno pegar zika dizer url',news
'problema zika pai ir p festa ficar casa porque ta cheio dor corpo lidar',relevant
'ir começar treino hiit casa segundo adiei causa chikungunya deus quiser',relevant
'parei causa zika vírus fuahfguasginkg',relevant
'retweet crise zika ameaçar olimpíada brasil url',news
'guiné bissau confirma três caso zika vírus dizer governo url notícia mundo url',news
'vacina experimental contra zika vírus desenvolvido pesquisador brasileiro norte americanos testado sucesso camundongo',news
'retweet felipe tenutti portador zika viru',noise
'retweet pouco cada coisa url',news
'vacina contra zika testado sucesso camundongo url saúde zikazero url',news
'wpp ir dar mosquito dengue desse jeito',noise
'preparando dar uma picada musquitedo pernilongo muriçoca dengue chicogunha',relevant
'vírus zika pênalti solto',noise
'retweet vez professor veio inseto quase tamanho barato falar mosquito dengue mutante t',news
'dobra inseto numeral vôo numeral morcego come numeral inseto pouco daí aede dengue zika',news
'skksksksksksksksksa começar zika vírus perder pênalti',noise
'coceira catapor perto coceira zika viru nadico inferno',relevant
'numeral real ver filme tanto crack compro numeral real mesmo fo nokia mosquito dengue',noise
'tar td picada mosquito ainda morro zika',relevant
'fazer repelente caseiro contra mosquito dengue zika vírus url',news
'gostar vídeo url fazer repelente caseiro contra mosquito dengue',news
'eito viroy noticia mundial url',news
'ih notícia chegar u cancelar medo porque grávida todo gravido dever previr zika url',news
'assunto p pesquisa estrela esporte mundial pulando olimpíada zika violência poluição',news
'microcefalia antibiótico comum poderia impedir zika chegue bebê entenda url url',news
'homem chikungunya povo daqui casa dar folga',relevant
'retweet lollapaloozacolombia rihanno cancele temor al viru del zika realmente sé sentir url',news
'grande problema citar zika vírus tudo bem poder apagar tocha url',news
'qualquer coisa dizer vir causa zika',news
'pegar dinheiro saber la ajudar familia zika dengue cancelar combate pensar né criatura',news
'gripe dor dente dor corpo heyta zika',relevant
'cuidado dengue vai médico',relevant
'brasil eua dar início estudo analisar risco vírus zika gestante url',news
'golfe desculpa zika viru desculpa querer ver porque torneio olímpico bolsa',news
'retweet rio numeral olímpiado corrupção morte ciclovia hepatite malária zika exploração assassinato animal url',news
'irmão pneumonia agora tá suspeito dengue',relevant
'início dengue gripe muito febre dor cabeça',relevant
'falta profissionalismo virar vírus tá pegando muito gente url',news
'rihanno cancelar medo zika vírus funny morto url',news
'retweet mundo consegue pequeno recurso combater zika organização mundial saúde conta apenas u url',news
'retweeted carlo gringo achando grande problema brasil zika viru violência ir url',news
'fabio braga ta jogando contra parana coxa mlk zika url',news
'porq rihanno ta medo zika viru pretender engravidar período setembro',news
'bastar estressado normalmente ainda suspeito chikungunya slá escreve',relevant
'computador pegar zika dia inteiro anti vírus',noise
'retweet primeiro sexto mês dia pai pantanha mata mosquito dengue bochecha bunda funny zoeira ht',noise
'retweet brasil registro numeral numeral mil caso suspeito zika url',news
'retweet retweet g numeral dois vacina contra zika eficaz animal gerar otimismo url g numeral url',news
'retweet dica grano extra pro carioca vender adaptador rua url',news
'confirmar zika contra pegar',relevant
'botaram culpa zika vírus amor nadou esgoto rio url',news
'so esperar hora desse shopping atacado zika viru',relevant
'bactéria bem protege contra mosquito transmite zika chikungunya url',news
'om numeral país território continuar notificar transmissão vírus zika mosquito dez país url',news
'corpo ruim acho virose tipo dengue',relevant
'olympic brazil zika virus body part ai vai pais belissimo governo incompetente desorganizado corrupto embarrassing',news
'anunciar anti tour brasil cancelar lollapalooza causa zika vírus duvidar venho',news
'febre chikungunya sintoma transmissão tratamento url',news
'retweet plano saúde pagar exame vírus zika partir próximo quarta feira resolução am libera cobran',news
'guiné bissau registar três caso vírus zika url url',news
'retweet eua confirmar u numeral numeral bilhão combate vírus zika país casa branco porém considera valor insu url',news
'vírus zika eh ké u ka otcha ba kau di bai ké ma nó cansa figa canhoto',noise
'retweet sair zika dizer teme vírus ir passar repelente url url',news
'veneno cima população brasileiro contra zika',news
'verdade saber pernilongo mosquito dengue',relevant
'acho mosquito dengue pousar braço agora tá parede',relevant
'retweet tá zika vírus',relevant
'retweet picado espero ser mosquito dengue',relevant
'sempre achei podia zika vírus éra estranho caso microcefalia nordeste',noise
'retweet namoral bota nome viru zika podia nome daor tipo black dragon viru',noise
'zika viruz rio janeiro assalto morte',noise
'confiro vídeo campanha governo estado contra dengue zika vírus organização mundial saúde url',news
'cientista brasil eua conseguir avanço vacina contra zika url',news
'retweet caralho funny caio corto cabelo funny tá parecendo mosquito dengue',noise
'vida parada dengue ministério boy babaca adverte passe rodo',noise
'numeral semana atrás rafa brite falar adiar ficar grávida causa zika ja sabe sexo bebê precisa numeral mês',noise
'mosquito dengue socorram',relevant
'contaminado zika vírus url',news
'contra chicungunha dengue zico repelente contra aedil aegypti contra acúmulo água educação sanitário url',news
'https t co bs numeral msmajdb espanha registro numeral º caso transmissão sexual zika vírus url madrid url',news
'vacina dno contra zika consegue bom resultado camundongo url url',news
'beber água mosquito dengue',relevant
'povo medo ver pro brasil causa zika gente zika gripeza uma marca corpo porque medo',news
'retweet matei mosquito aqui todo característica mosquito dengue espero cover mosquito dengue',relevant
'golfista medo antidoping coisa acostumar fazer vírus zika desculpa',news
'notíciaboa estudo vacina contra dengue começar realizar confiro url',news
'nunca pensar bom golfista mundo tão mal informado sobre contagio procedência zika',news
'retweet segundo impressa colombiano rihanno cancelar show país medo zika vírus rihanno ir apresentar funny',news
'retweet federer dizer teme zika rio numeral ir passar repelente url url',news
'retweet primeiro caso febre chikungunya contraído porto alegre registrar url url',news
'numeral real rio card ônibus especial olimpíada rio visto único coisa graça nessa olimpíada pegar zika vírus',news
'gostar vídeo url playlist funk zika vírus parte numeral',news
'ain zika doença tudo causa vacina vencida governo importar cuba foder povo pelamor deus vsf',news
'retweet diagnóstico zika ainda limitado novo teste urgente dizer especialista url g numeral url',news
'notebook tá vírus mau zika',noise
'retweet notícia pesquisa iniciar lacen confirma associação microcefalia zika vírus url',news
'cover normani parece passar fome pagar zika vírus fifthharmonynocaldeirao',noise
'medo dengue zico chicungunha assalto imagino uma numeral medalha ir fila ladrão',news
'vário atleta deixar ver olimpíada rio pegar zika',news
'retweet gasto saliva gente foco mosquito dengue quintal casa',relevant
'zika vírus corre laurenkjkjk fifthharmonynocaldeirao url',noise
'sair resultado exame dengue amigdalite bacteriano apenas peguei vitor sinal',relevant
'k cícero ir ajudar tocar bola lado brigar bola porque sangue zika vírus nele',noise
'surto microcefalia registrar nordeste poder outro causa além contaminação feto zika url',news
'noil ir vira proprio zika viru',noise
'vadio rihanno cancela definitivamente turnê brasil causa zika vírus olimpíada url',news
'cada zika acontecer dever olho gordo porra',noise
'madri registro numeral º caso contágio zika sexual espanha madrilenho infectar vírus url',news
'desde quinta passar mal dai dar início dengue parece virose saber',relevant
'retweet cadê cura ir penar bastante antes mapear todo prejuízo causado zika bebês ciência url',news
'retweet infecção chikungunya durante gestação identificar paraíba url',news
'confirmar relação vírus zika caso microcefalia url',news
'febre coceira dor cabeça outro sintoma poder dengue chikungunya zico beba muito água ir unidade su',relevant
'parece jornalista brasileiro querendo aparecer apenas obra ok maioria zika preocupa inverno',news
'dor peito vixi continuar poder dengue ja pro medico melhoras tamojunto ️',relevant
'zika vírus gripe satanás oficialmente glória',noise
'whatsapp ta parado água mosquito dengue dever resultado vácuo andei dar',noise
'retweet rihanno nadou amigo mijo carioca cancela medo zika viru ta bom url',news
'mano basto pai dengue agora posso pqp dor corpo',relevant
'chamar público prevenção combate vírus zika url pósgraduação cape chamadapúblico zikaviru',news
'retweet zika vírus aparecer',noise
'saimo futebol samba bunda carnaval pro oh they have zika viru url',news
'quase tipo zika vírus',noise
'mosquito dengue pai ir levar picada funny caralho',noise
'outro falar zika vírus funny',noise
'migué usain bolt lesão véspera olimpíada rio tá correndo zika bala perdida',noise
'cabelo cada dia zika',noise
'fim dai medico mandar repousar dizer adiantavo fazer exame leve dengue',relevant
'zika vez começo ignorar hospital peito tavo vermelhão coçando',relevant
'assim zika numeral vez tanto mês anular porque né mosquito dengue pica todo dia aqui',relevant
'falar sobre zika vírus brasil ter cuidado',news
'guinea bissau confirmo tr caso viru zika url',news
'acordei dia folga trabalho todo redor infectado vírus dengue lidar',relevant
'ministério saúde adverte fuma causa câncer diarreu demência cólera zika ir disney ver rato mickey',noise
'blablablametro rt timbeto manau registro numeral numeral caso vírus zika numeral sob investigação url',news
'retweet instituto butantan receber novo prédio u numeral milhão eua vacina anti zika url',news
'retweet poder deixar água empoçar água parada vasilha caixa d água vaso garrafa outro mosquito dengu',relevant
'suspeito estar cá chicungunha zika vírus',relevant
'pâ d areia vergonha numeral médico aq cm sintoma d dengue merda médico url',news
'tipo pessoa confunde frio febre ficar paranóico achando ta dengue entope paracetamol etc',relevant
'marcosjcardozo guinea bissau confirmó tr caso viru zika url elnacional venezula vnzlalucha vnzlasomostodo',news
'retweet vírus bovino poder relação zika vírus microcefalia url',news
'ñ morrer cada dia volta volta cm forte então ir continuar limpar url',news
'paródia sobre dengue chikungunya zika podem dizer achar url dengue chikungunya zikaviru',news
'rihanno fazer nota oficial porque ver américo sul zika vírus',news
'safo tipo zika vírus menos espera espalhou brasil',noise
'retweet estudo sobre zika poder levar brasil mudar protocolo microcefalia url g numeral url',news
'retweet flórido primeiro bebê microcefalia ligar vírus zika url',news
'pesquisador investigar indício relação vírus bovino zika url url',news
'retweet sucesso teste rato renovar esperança obter vacina contra zika cientista americano esperar url',news
'retweet gravidez prolonga ação vírus zika dizer estudo primata url g numeral url',news
'retweet estudo vacina contra vírus zika avançar brasil graça parceria exterior url url',news
'rodriguinho özil zika vírus jogavo bem tite',noise
'campo numeral gestante suspeito zika numeral numeral caso dengue url',news
'retweet zika vírus poder contrair saliva url',news
'queria pegar zika vírus porque alguém ta difícil',noise
'mosquito dengue nescal aqui demonio c nescal numeral',relevant
'madri registro numeral º caso contágio zika sexual espanha url',news
'dado fornecido ministério saúde mostrar redução significativo novo caso zika vírus brasil url',news
':heart: :heart: pesquisa pesquisador paril vieno identificar anticorpo podem neutralizar tanto zika url',news
'retweet queria estar ryca vírus zyca vírus zika tá arianagrande kcamexico url',news
'retweet caso chikungunya poa homem numeral ano bairro jardim itu sabar segundo secretário joo gabbardo',news
'porto alegre registro primeiro caso autóctone febre chikungunya porto alegre registrar final junho url',news
'poder ser zika rio numeral usainbolt atletismo jogosolimpico zikaviru url',news
'combat arm single zika padrão url',news
'retweet vacina contra zika testado sucesso camundongo url governofederal feedly',news
'mosquito dengue preparar bom fie produzia dengue agora vir dengue zika chykguno',noise
'novo relatório om atualizar numeral número país circulação vírus zika url',news
'retweet aid contra zika aid governo distribuir numeral milhão preservativo superesporte url',news
'geração poder conhecer ousou engravidar época zika',news
'faltar tentativa golpe estado url',news
'olha medo pegar zika vírus bv saber fazer sarrado',noise
'retweet tamo falar zika vírus rolezo beijo ibirapuera campeonato d',noise
'retweet cada cinco bebês zika microcefalia triagem precisa aprimorado url url',news
'retweet computador poder ajudar descobrir cura vírus zika vídeo url',news
'retweet tvi numeral zika bebé aparentemente normal nascer microcefalia url',news
'ir cachaceiro foda crl zeu zika viru',noise
'justin nao cancele show americo latino causa zika vírus amém',noise
'espantando mosquito dengue url',news
'ficar mexendo senao zika viru pego',relevant
'funny zika viru pô',noise
'dizer combate zika deixa muriçoca entrar url',noise
'mano serio historia riri cancelado tour causa zika vírus',noise
'retweet horror bando fanático apoiar corrupto crise desemprego violência inflação ditadura c',noise
'soph preocupar dengue porque beijar zika chicungunha aede egypt',noise
'retweet vacina contra zika testado humano próximo semana url url',news
'mosquito dengue',noise
'todo mundo cancelando tour brasil causa zika doença uhu parabém',noise
'shy shy ta quase zika vírus ne todo mundo ta fazer',noise
'hora dar dor barriga deus alivia aí zika vírus',relevant
'blablablametro rt timbeto teste vacina contra dengue iniciado ar numeral numeral mil voluntário url',news
'retweet isabella unico pessoa conheço picada zika viru funny',noise
'corpo aonda dói causa zika',relevant
'kjk noil zika doq zika vírus url',noise
'lembro dois último aniversário passei dia antes hospital causa dengue',relevant
'repórter record investigação completo sofrimento convive zika vírus numeral numeral numeral url',news
'hoje sinto dor chikungunya',relevant
'coloquei video zika viru plug dj saber tirar',noise
'acordo cálculo rio numeral homem numeral x chance estuprado pegar zika homem propenso ser morto tiro',noise
'lesão nome medo dengue zico chikungunya',noise
'ir quebra pau ir taca cu farofeiro ridícula ir xano zika vírus',noise
'men ce ta zika memo ein ta impressionando cada dia passa funny',noise
'barzin zika bebe bem paga pouco',noise
'vida tão parada tio passa vr tm mosquito dengue casa pr examinar ver ñ mosquito',noise
'tá ligar né zika viru',noise
'mosquito dengue foda funny',relevant
'copa zika vírus terrorista crise administrativo econômico taca taca taca bom tempo',noise
'rolezo tirar zika corpo obrigado deus url',relevant
'kakjajakajk br mau viru zika',noise
'retweet zika vírus pegar',relevant
'retweet zika viru so',relevant
'crise zika vírus ainda ir prejudicar vinda cantor tudo numeral ir show pingado',noise
'retweet tl ta parada mosquito dengue',noise
'mudo desse lugar pqp chicungunha zico dengue solidão maldito jardim brasil',relevant
'pó zika msm falei cm victor manhã ó pica',relevant
'linda sair banho esquece enxugar bem barriga porque poder pegar doença agua parada pneu dar dengue bjk fofa cuido',noise
'linda bom briza manda muuito homem zika url',noise
'glória maria fazer fumacê contra mosquito dengue aí',noise
'wallace chamando chikungunya thayla zika vírus bia dengue',relevant
'gzul mosquito dengue',relevant
'tudopelamlb brasil ja galo zico agora vírus zika cruzar oq hein funny',noise
'retweet ian nikki sei lo nome shipper certeza parece zika viru veranomtv numeral justin bieber url',noise
'retweet notificação dengue cair quisermo verão aede mobilização continuar url',news
'tomaro exame dengue dar negativo bem semana prova doente',relevant
'retweet pepê bandido zika viru url',noise
'oh lerdeza heim funny mosquito dengue',noise
'primer caso zika transmitido sexualmente url',news
'retweet medo zika viru url',relevant
'mano coceira corpo parece zika',relevant
'retweet daqui pouco estúdiogaúcha falar sobre numeral morte gripe neste ano funny numeral º caso chikungunya ca',news
'retweet zika viru importante enfatizar tag',noise
'zika vírus matou irmão',relevant
'dengue achei pego tanto febre maxilar tensionado gripe todo mês dor cabeça pesadelo alergia novo',relevant
'zika tá solta corpo tá fechar',relevant
'causa doença surto dengue américo latino',news
'ae nova toma cuidado porque caveira zika viru sp',noise
'retweet sobre zika vírus conheço numeral pessoa jeito tão falar parece mosquito aqui humano',noise
'invernonuuvar mosquito zika',noise
'retweet qualquer rihanno ta fogo raba nao quer ver aqui gente ta medo chikungunya tbm fia surto ja passar',noise
'retweet algum site falar rihanno nao vir americo sul medo zika viru sínico hora nadar',noise
'retweet doença unir todo tribo dongue url',noise
'sempre achei esquisito vincularem tudo tão rapido mosquito zika ir ver',noise
'i liked video url mc cavera zika vírus video clipe',noise
'ate hoje entender porque minhoca mosquito dengue pagino inicial site otakumole',noise
'saber assunto momento político dengue coisa óbvio né',noise
'mano quase arranca pele tanto coceira saco pensar zika apenas doenca tv',relevant
'retweet excelente secretário mosquito dorme morrer frio url',news
'loco tá zika zika vírus funny',noise
'enquanto vacina previne vírus zika ser testado quanta homem gravido recebero triste diagnostico microcefalia',noise
'achando tema amanhã ir sobre político sobre dengue funny',noise
'povo colombia indignado cancelar lá causa zika veio pro brasil tb zika dvbcvvcmkbc',noise
'retweet espanha registro primeiro caso transmissão sexual zika vírus url',news
'pesquisa sergipe confirma associação microcefalia zika url url',news
'rihanno ja tomar banho agua podre aqui rio agora cancela show causa zika duvidar',noise
'flnd fruto mar agr flnd dengue relação saber cm chegamo assunto tbm saber',noise
'retweet hoje ônibus peguei tavo bug fazer rir tão alto gravação falar aguarde sempre mosquito',noise
'rihanno medo zika vírus cancelar tudo aqui',noise
'retweet lolo ta usando preto ir atrair mosquito dengue numeral tourriodejaneiro url',noise
'conheça blog sobre maria gabriela numeral ª geração bebês microcefalia afetado síndrome congênita zika url',news
'nano macro febre zika risco turista atleta durante olimpíada rio url twitciencia',news
'retweet amanhã ver zika viru',noise
'espanha registro numeral º caso transmissão sexual zika vírus url url',news
'podcast atomizador luta contra dengue região nordeste url',news
'nesta olimpíada ir virar chacota internacional dengue zika bactéria água assalto roubos realmente inferno',noise
'limpeza calha contra dengue fazer limpeza casa manutenção interesse ligue numeral informação chamar',noise
'toca muito coisa brasileiro rádio americano jazz música clássico dar orgulho durante nesse tempo golpe zika',noise
'entanto viru zika patrimônio exclusivo ainda grande problema aqui obama ir resolver',noise
'dn cear registro dois morte febre chikungunya cinco dengue url',news
'nome doença zika vírus',noise
'vírus zika espanha homem grávida vai haver funk todo noite',noise
'acho peguei tal febre zika',relevant
'retweet surto zika pesquisa acha vírus gado bebês microcefalia ne url',news
'retweet milena viciar ijwd milena ser infectar zika tiffany vírus',noise
'vírus zika visto mão dada vírus bovino moreno misterioso praia copacabano url',news
'nesse país numeral ano nunca peguei zika vírus famoso cancelando evento aqui puro frescura',noise
'retweet marrolha mermo muriçoca querendo chikungunya funny',noise
'retweet ficamo chateado ian poder ver va numeral sabemo zika vírus queremo iansomerhalde',noise
'retweet segundo caso estado agora febre chikungunya porto alegre url',news
'espanha primeiro caso zika transmissãosexual homem residente madrid url dnoticia',news
'selo zico reversa vamo zikar contra zika url',noise
'saúde vírus zika chegar guiné bissau três caso confirmado arquipélago bijagó governo criar url',news
'agora nao saber ir medico conferir realmente dengue porque ja todo sintoma antes melhorei',relevant
'retweet episódio onça morrer porque levar pro desfile tocha olímpico justifico um numeral ano zika vírus',noise
'retweet precisa esclarecer porque numeral caso microcefalia confirmado numeral confirmação sorológico p zika ht',news
'cheguei conclusão doença moda amam surto dengue surto caxumba',relevant
'adriel zika vírus pollohojeemportugal',noise
'voce pesquisa sobre dengue todo sintoma aparecer exato ta sentindo',relevant
'retweet espanha registro primeiro caso zika transmissão sexual namorado país latino americ url',news
'mosquito dengue transgênico área biologia atualidade numeral biologia total url',noise
'retweet caso registrar bairro itu sabará segundo contrair estado cidade registro numeral caso dengue numeral autóctone numeral importar',news
'perdi semana inteira aula causa dessa dengue agora fo pequeno ideia ir cair prova',relevant
'h numeral n numeral zika vírus dever zika porque zico',relevant
'noil zika viru bagui',noise
'noticia saude espanha registro primeiro caso zika transmissão sexual homem infectar url',news
'retweet porque gente começa falar ´zika viru sotaque americano p fingir doença lá ai amigo doente hm',noise
'teste idade hora voce pensar demi falar url',noise
'lamento dilmazico olimpíada nascer microcefalia espermatozóide lula chikungunya vai fiasco url',noise
'ano passar antes engravidar numeral zika chikungunya',relevant
'chikungunya numeral mês ainda sinto dor terrível socorro papai',relevant
'dever problema durante olimpíada url g numeral td br famoso maquiagem durante nessa hora',news
'zika bebé aparentemente normal nascer microcefalia https t co shor numeral sy numeral ci url url',news
'socorro corpo todo dói agora jesus acho dar zika',relevant
'aede aegypti capaz sobreviver inverno eua ir perder mosquito url',news
'espanha numeral º caso zika transmissão sexual url url',news
'gente desculpa ano vir ainda ir zika vírus então vc acha ir ajudar tag pro ian ver onde vir tanto hope',noise
'zika espanha primeiro caso transmissão sexual tsf pt url url',news
'retweet tô suspeito dengue amor',relevant
'mania infernal falar zika funny parece doença',noise
'nao rihanno cancelado show américo sul causa zika vírus url',noise
'estudante harvard recife estudar vírus zika brasil url',news
'contágio zika sexual espanha url',news
'vc achar vida facil ver gringo matando mosquito gritano zika bug',noise
'deus cure zika bravo fazer ficar departamento médico numeral mês meio ano volta logo :heart:',relevant
'retweet nascer zika vírus url',news
'retweet bolão morte jihad deyab bala perdida chikungunya latrocínio url',noise
'além microcefalia zika poder causar outro defeito nascença url url',news
'imaginando mariah brasil passar repelente pegar zika saber meio doente',noise
'imprensa dizer rihanno deixar ver américo latino causa zika beyoncé medo juro mato',noise
'johnson johnson anuncia novo parceria combate zika vírus microcefalia conasem i url',news
'pesquisador investigar indício relação vírus bovino zika vírus zika poder único url',news
'diário dengue sair url graça brasilapoiajanaino combateaede',news
'zika vírus confirmar guiné bissau url',news
'retweet ouça programa palavra médico falar sobre vacina combater zika vírus url',news
'fazer exame sangue dnovo ainda dengue bem bom dor corpo diminuir febre passa numeral',relevant
'quanta pessoa conhecer tipo pessoalmente sofrer zika virú',noise
'dnoticia obama pede congresso financiamento vacina zika dois semana url madeira',news
'po tavo porra zika melhorar numeral dia ir médico mano pprt',relevant
'aí tá estudando sobre doença dengue ver mosquito perna começa entrar pânico',relevant
'https t co bs numeral msmajdb espanha numeral º caso zika transmissão sexual observador madrid homem url',news
'retweet vídeo todo lo necês saber sobre el viru zika url url',noise
'matéria tb dizer rihanno fechando turnê todo américo latino suspender negociação conta surto zika brasil',noise
'retweet pensar homem tá c zika derivado url',noise
'retweet calor hj p fude saúde domingo geral ir ta morrendo h numeral n numeral zika vírus',noise
'retweet internacional zika espanha primeiro caso transmissão url url url',news
'aqui mosquito torcendo dengue morra logo',relevant
'retweet top zika viru sucesso monamour',relevant
'zika vírus lembro funny okay digo',noise
'funny zika lembrar zika vírus funkeiro daqui bairro digo',noise
'ir hospital ali quebra corpo tá doendo dm acho dengue',relevant
'retweet url rihanno cancelado apresentação américo sul causa zika cultura url',noise
'retweet vir papo rihanno nao veio causa zika vírus porque ate esgoto bicho ja nadou',noise
'retweet caso dengue zika queda brasil dizer relatório ministério saúde url url',news
'imagino louco terrorista infiltrar brasil pegando zika viru morrendo',noise
'https t co numeral hqb numeral vy numeral xz coleção jeans gestante efeito repelente mosquito inclusive zika url',news
'retweet mano dengue dnvo daqui pouco ir picar mosquito celoko numeral dengue ano url',relevant
'acho rihanno demi tão querendo engravidar cancelar tour aqui medo zika',noise
'doença olimpíada zika visto caxumba url',noise
'retweet ai galera ir rolar transmissão abençoar deus :heart: :heart: :heart: obrigado numeral tourrio url',noise
'retweet parça zika zika vírus',noise
'guiné bissau confirma três caso zika vírus dizer governo aede gett url',news
'bom zika aí transmitido sexualmente porque aí posso pegar',noise
'y mundo espanha registro primeiro caso transmissão sexual zika vírus madrid reuter espanha re url',news
'golfenaespn federer nadal estrela j day adam scott aí zika porque acabar surto',noise
'retweet amore rihanno podia fazer show dentro daqueka bolha nenhum zika viru ir pegar perai ne',noise
'acho legal desculpa nao vir caisa zika viru',noise
'golfenaespn ver zika piada desrespeito país construir capo fantástico medo exame antidoping',noise
'aede aegypt poder transmitir zika mlk sao dengoso',noise
'ter sucesso dizer min entrevista sobre combate zika rio url',news
'retweet zikavíru atualização fórum diálogo sobre epidemia zika acesse direto link pesquisa url',news
'divulgar atualização caso zika vírus manau url url',news
'nunca vi tanto medo olimpíada medo dessa zika viru violencia revolta falta segurança aí ir',noise
'cheio dor corpo zika',relevant
'tô cú mão mn espero tipo zika vírus tá repreender nome jesus numeral tourrio url',relevant
'novo artigo acesse pesquisador investigar indício relação vírus bovino zika url url',news
'noticia minuto zika obama pede congresso financiamento vacina url',news
'agua contaminado epidemia zika viru matar onça rio declara calamidade nao dinheiro url',news
'zika perigoso homem quer engravidar caso contrario mesmo coisa dengue',noise
'espanha primeiro caso zika transmissão sexual caso transmissão zika contato sexual f url',news
'instituto butantan começa testar amazona vacina contra dengue url',news
'suspeito dengue ir hospital clínico saúde próximo url',news
'espanha registro numeral º caso transmissão sexual zika vírus espanha registrar primeiro caso transm url',news
'apenas numeral numeral criança afetado síndrome zika conseguir bpc debor diniz falar url',news
'gente nunca bejou imagino noil limpando quintal casa prevenir dengue zika chinugunha agente dengue anotando',noise
'queria saber motivo sera causa zika url',noise
'plmr deus pego zika vírus aqui homem',noise
'retweet repórterrecordinvestigação mostra verdadeiro dimensão epidemia zika vírus brasil url',news
'retweet link vivo transmissão último show burakasomsistema url ainda dengue dengue dengue mc',noise
'verba combate viru zika estagiarioatacadenovo url',news
'então governo zika dengue epidemia url',noise
'ta dever teste atualidade semestral saber poliglota significo chikungunya',news
'sobe numeral número pessoa contagiado vírus zika equador número pessoa contagiado url',news
'retweet visão beat bom letra zika quer moral toma pica',noise
'miga dever doença mosquito dengue transmite chico algum coisa lakslakslk cóidado',noise
'quarta feira passeio escola professor pedir levar repelente porque lo mt mato imagino aluno todo zika virus fdds',noise
'jardim itatiaia parque alvorada receber ação contra dengue neste sábado url',news
'popline hj postar notícia rihanno cancela show américo sul medo mosquito zika velho merda',noise
'zika viru turnê cara demais fazer rihanno adiar turnê brasil url',noise
'rihanno cancelar causa surto zika vírus',noise
'transmissão dengue numeral comportamento diferente ano anterior url url',news
'vacina experimental protege contra zika poder aumentar gravidade dengue url',news
'brasil avalia mudança protocolo microcefalia url saúde zika',news
'bom todo mundo empenhar combateaede zikazero segue acontecendo url',news
'acho tô dengue to febre vária dor corpo',relevant
'https t co m numeral nfqvtk ministro golpista saude disse olimpiado rio nao poblema k',news
'observador descoberto primeiro caso zika espanha transmissão sexual url',news
'brasil registro numeral mil caso suspeito zika url url',news
'terremoto colômbio rihanno cancelar show vc achar cancelaria causa zika',noise
'retweet cancelei show américo sul medo zika vírus sim grávida preserva bebê aubrih',noise
'noticia zika deixa população guiné bissau pânico url url',news
'mosquito mosca segundo dr dilma url',noise
'retweet tudo mosquito agora matando projeto brasil zika numeral tá forte aqui casa',relevant
'retweet vamo namorar receber fiscal dengue casa limpar quintal combater zico chinucunha dengue junto',noise
'rolo competição comercial tv p ver falar rápido medicamento contraindicado caso suspeito dengue',noise
'pronto acidente br filho puta deixar morrer justo hoje hma homem zika lado tossindk min',noise
'zika confimar guiné bissau presença vírus naquele país confirmar teste realizar port url',news
'retweet amor igual mosquito dengue gente tá lá bom vir pica',noise
'tá loco zika vírus tá afiado toma cuidado aí brother',noise
'causa zika frouxo',noise
'falar rihanno cancelar causa zika fazer show áfrica época ebola url',noise
'joguei zika vírus brasil olha dar',noise
'vírus zika chegar guiné bissau url url',news
'uso repelente url',noise
'numeral bebês complicação zika microcefalia url',news
'termonebulizando el control mosquito transmisor dengue zika url',noise
'retweet caso vírus zika guine bissau confirmado teste portugal senegal url',news
'saliva mosquito poder aumentar severidade dengue dizer novo estudo url',news
'retweet cancelamento cara cachê zika vírus porque numeral ano zika eh tavo aqui',noise
'queria final semana massa descontrair jeito tô dengue algum doença qe médico nenhum consegue sabe oq',relevant
'brasil perder grande oportunidade passar vergonha olimpíada causa caso zika qul continuar',noise
'rihanno vir causa zika morto',noise
'levei total numeral numeral mordido mosquito ultimo dia nao ficar zika ir mistério deus demais',relevant
'equipe tv alemão assaltado rj numeral x numeral rapá poder ver aqui zika viru tá ligar',noise
'retweet pesquisa sergipe confirma associação microcefalia zika url',news
'fazer rihanno adiar turnê brasil zika viru cachê caro demais novela turnê “anti” url',noise
'retweet dar picada dar zika deus afirmar aede url',noise
'dengue deputado ir discutir estratégia comunicação combater aede ideia segundo deputado url',news
'retweet continue combatendo mosquito dengue url',news
'trazer capacete roupa anti zika repelente escudo esqueci d algo',noise
'ministério saúde podia incentivar jogarem água parada tochaolímpico p evitar foco dengue numeral coelho numeral cajadada',noise
'ribeirão registro novo caso zika vírus retorno preocupação url',news
'valer new efe segundo caso notificado via sexual url',news
'repelente caseiro contra dengue zika chikungunya url',noise
