@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'cuidado zika mosquito aí funny',noise
'fmt instituto butantan do início teste vacina contra dengue manau url url',news
'zika vírus picou cara feu assim registrar aqui filho',noise
'oi dengue zika vírus contamino brasil url url',news
'corre zika vírus aqui parei',relevant
'retweet realizan sexto jornada contra zika en santiago url url',news
'bronquite asmo zika vírus pneumonia daqui pouco câncer próstata ir falar homem url',news
'retweet notícia cancelamento rihanno chegar imprensa gringa versão medo zika vírus url',news
'retweet so patric entrar zika viru',noise
'retweet dar folga mosquito dengue url',news
'nutrologia suco inhame receita contra dengue gripe aumentar imunidade url',news
'ciência saúde cobertura obrigatória exame detecção vírus zika jornal brasil url',news
'retweet fácil levar bala perdida olimpíada pegar zika url arquive rio numeral',news
'deus mano pia escroto parece zika vírus',noise
'colocar culpa pt ate zika vírus musico ruim fergie agora cara sempre cutucar psdb desaparece kajuru',news
'retweet sair boletim microcefalia pequeno número novo caso confirmado muito novo caso zika pernambuco url',news
'retweet pernambuco zika vírus',news
'riri quer ver américo latino causa zika homem melhore url',news
'porra viru ta mau zika malandro caralho',noise
'lembrar zika coisa funkeiro ai dp virar mosquito estragar tudo',noise
'estudo sobre zika poder levar brasil mudar protocolo microcefalia ministério saúde estuda incluir url',news
'espanha registro primeiro caso zika transmissão sexual g numeral url',news
'zika viru florido url',news
'morrer ir voltar mosquito atasanar passar zika pessoa param encher',noise
'transmissão vivo ninja zika url',news
'retweet presidiário mosquito dengue kķ',noise
'pensar zika viru flamengo passar continuar talvez olimpíada sabe',noise
'sabe oq medico dizer dengue fraco causa organismo maravilhoso funny',relevant
'zika poder transmitido sexo oral url url',news
'retweet tipo lei seca né zika beber tá fudido ir entrar pica url',news
'retweet palpa contra grêmio bom assim zika adversário',noise
'retweet final semana passa rápido aqla voz dizer medicamento contra indicado caso suspeito',noise
'menino passa remédio porque zika poder picar zika amor',noise
'retweet ridicula nadou esgoto podendo pegar leptospirose verme ta medo zika viru filma mercenário url',news
'pesquisa saúde vacina contra zika gera otimismo url url',news
'poder dengue tô comendo cavalo tavo dengue mau homem grávida',relevant
'expulsa jogador expulsa técnico bola trave zika caralho',noise
'acho contrai virose dengue nao saber',relevant
'homem zika url',news
'retweet zika viru baile favela estréia url',news
'mano rihanno cancelar msm causa d zika shame',news
'jogo contra curintia zika funny',noise
'volta redonda rj dois caso confirmado chikungunya cidade registrar outro numeral suspeito doença url',news
'vacina contra zika testado sucesso rato renova esperança url',news
'retweet sabe qual sintoma dengue zika chikungunya bom forma prevenção url',news
'cê ta trombose gonorreu zika vírus',relevant
'tô suspeito zika tá foda',relevant
'médico aí ir fazer mês fiquei zika tô sequela perna',relevant
'vacina contra zika testado sucesso url',news
'cássio bosta contra flamengo decide pegar tudo começar zika',noise
'funkeiro zika vírus reproduz',noise
'cidade registrar outro numeral suspeito doença neste ano dengue soma numeral confirmação zika numeral notifi url ¨¨',news
'funny ir confirmar logo fofocar dia vida sexual opa amoroso tá cm dengue outro novo funny',noise
'continuar necessário colaboração todo combate aede url',news
'ideia inovador combater zika vírus brasileiro vencer prêmio inovação saiba url',news
'pegar zika esperto contrário homem',noise
'gastar sertanejo roça zika vírus',noise
'boato breve ir lançar vacina contra dengue pro quatro tipo ajuda',news
'rihanno cancelar show colômbio causa zika vírus claro porque cancelar brasil né',news
'nao generalizei contesto serve nao culpa cada homem zika conheco qual conciencia',noise
'acho picada dengue',relevant
'rihanno nao vir causa zika',news
'ir tanto mosquito medo passar zika',relevant
'malformação fetal possível ligação zika afetar numeral país território novo levantamento url',news
'dessa zika acabar ganhar jogo fiel comemorar festa favela',noise
'mosca dar pro zika vírus url',news
'olha achei bem feio cara eua metendo boca brasil país td resumido zika vírus sujeira',news
'zika mata cem medo mrm entender medo morte mano',noise
'ir jantar tio viver venezuela apanhar vírus zika família bué diversidade',relevant
'provavelmente dever dengue febre aqui ficar um numeral dia fiquei sentir gosto direito uma numeral semana',relevant
'halep poder ficar jogo olímpico dever vírus zika url',news
'nunca ir acontecer porque beyoncé fazer estrutura dinamarca país ainda sediando evento zika vírus',news
'viva zika viru pegar ir lá aqui ta tão brabo assim',news
'braço fiquei dengue url btw tá febre acimo numeral c',news
'temer contraria técnico permite avião jogar inseticido contra aede url',news
'blog leandro leite velocista jamaicano contrai vírus zika url',news
'dengue dor corpo horrível',relevant
'ontem lo casa mosquito picou atchim zika viru url',news
'retweet operacaobetalab rihanno desiste show colômbio medo zika vírus ig paulosegund url sdv',news
'sabe nascer zika viru saitama tentar mata conseguir ai falar mosquito zika',noise
'zika viru funny qui piada bosta',noise
'vírus zika ataca novamente url',news
'obama pressião congresso americano verba combate zika url',news
'deixar janela abrir causa dengue rodrigue lena',relevant
'então ir carai honrando cada gota brota pele pólo largo pisa fofo abc zn zl sempre sair zika',noise
'noil zika mau vírus',noise
'aceitar zika viru',noise
'olha zika viru url',news
'retweet funny desgraça tá zika vírus',noise
'vacina dia enorme sequela febre chikungunya alguém ir querer adriano cruz funny url',relevant
'retweet experimento roedor imunizante mostrar efetivo contra linhagem brasileiro porto riquenha zika htt',news
'retweet sasha mau zika viru mano',noise
'começa quarta feira obrigatoriedade exame zika vírus plano saúde numeral fm url',news
'cada eletrônico padrão diferente osso url',news
'retweet criador bronquite tour vir aí zika vírus tour numeral k numeral url',news
'bom dia vítima chikungunya doença trazer consequência insuportável vida qualquer url',news
'realmente vivendo epidemia zika url',news
'mosquito dengue aede aegypti mosquito encontra ativo pica durante dia contrário muriçoca ataca noite',news
'retweet mina geral notifico numeral óbito dengue número morte chegar numeral desde janeiro url',news
'zika vírus virar desculpa todo qualquer gringo ver américo sul url',news
'retweet leitor g numeral uol dever estar feliz epidemia zika h numeral n numeral totalmente eliminar agora olimpí',news
'ibirubá florestal país primeiro teste rápido nacional zika resultado sair numeral minuto url',news
'ver inglaterra sair união europeu homem mora magabeiro preocupe chikungunya funny insta thi marque',noise
'relação vírus bovino microcefalia investigado vírus zika poder único responsável pel url',news
'retweet acredo demi cancelar causa zika desapontado surpreso',news
'retweet tanto coisa dengue chikungunya zica logo picada mosquito apego m f u d i',noise
'johnson johnson anuncia novo parceria combate zika johnson johnson grande diversificar url',news
'fácil levar bala perdida olimpíada pegar zika superinteressante url',news
'retweet caso dengue brasil apresentar queda antecipar url combateaede zikazero',news
'zika bvdv = microcefalia talvez talvez ufrj tá investigando vírus bovino om alerta url olimpiado',news
'retweet seguidor internacional vc vierem olimpíada vc estaro correndo risco morte bandidos',news
'retweet olimpíada rio numeral • posso afirmar único preparar mosquito dengue antes transmitia numeral doença',noise
'retweet butantan fecha parceria eua produção vacina contra zika url url',news
'joguei google febre dor corpo ardência olho calafrios acho dengue',relevant
'parceria internacional butantan ir produzir vacina contra zika vírus url via',news
'cariri leste registro quase numeral caso confirmado dengue primeiro semestre mosquito aede aegypti url',news
'post antigo confiro quer livrar mosquito dengue cultive mosquito dengue url old',news
'retweet costa rico microcefalia possível ligação zika url',news
'vacina contra zika funcião camundongo url',news
'saber bem dor corpo pensar dengue porque mosquito suspeito pousado braço',relevant
'massapê cear vacina contra zika funcião camundongo dose único url',news
'nao zika viru nao',noise
'retweet noil chora ficar agua parada ainda cria zika viru',noise
'tanto dor corpo medo zika novo',relevant
'lembrei engano sair lá zika tempo mudança upgrade vida sonho criança',noise
'mosquito dengue porque existe',noise
'mosquito dengue url',relevant
'retweet gente tá afundando crise tá ter surto dengue zico h numeral n numeral gente legal podem ver littlemixcometobrazil',news
'palpa sim zika ponte ae reinaldo ir jogar contra paulo amanhã risco grande url',news
'zika vírus chegar guiné bissau três caso registado url',news
'retweet gente ir levar mosquito zika',noise
'pegar zika luiza luiza vírus dnskksjdkjssbsjksjssbsnjssksj',noise
'pegar zika ir milagre porque tanto mosquito cima mim aqui sala porra',relevant
'retweet mlk cada numeral palavra numeral pai zika tlg estressar',noise
'diário digital zika estudo aponta possível novo origem microcefalia brasil diário digital url',news
'contribue ai contra dengue deixe dm parada',noise
'conheço agente manager vir porque medo zika vírus simples',news
'retweet voluntário tomar vacina teste contra dengue bom vista url',news
'tô dever vela p santo acreditando p vc verem tamanho zika tá vida',noise
'ian perder respeito deixar ver cá medo zika viru ¬¬',news
'retweet beatriz danielle parceiro mil grau zika doq zika viru manok noil dimal noil imbater',noise
'noil assusta mosquito dengue url',noise
'retweet whatsapp sábado noite ficar parado dar larva mosquito dengue',noise
'mosquito dengue meio dessa muriçoca fudido',relevant
'plano saúde passar oferecer exame diagnóstico zika vírus url',news
'pessoal aqui acha zika vírus transmite ar',relevant
'música oficial olimpíada numeral cantado thiago projota antes disso coisa ofensiva mosquito dengue',noise
'gente vê mata vontade cada pro lado turma eh zika demais',noise
'zika vírus novo quero sair mim',relevant
'quase numeral minuto ponto acabei perdendo ônibus causa daquele zika zero inútil colocar letreiro destino',noise
'ah sim zika geralmente pego camisa grande tipo problema caso engorde fique pequeno',noise
'so qria onda violência rio controlar epidemia dengue zika',news
'líder ranking mundial golfe desiste olimpíada zika vírus url',news
'retweet carlo brown ta mistura mágico mosquito dengue criancaesperanca',news
'zika bem mosquito amigo ninguém',relevant
'mosquito picou bunda diria vo pegar dengue bunda sexualmente transmissível lou il diferentonno',relevant
'zika dengue febre amarela chikungunya verme malária',relevant
'guerra funny contra cara zika',noise
'retweet gostaria avisar nome nação p todo idolo poder ver pro brasil sim zika vírus pego ar',news
'retweet credo prefiro combo insônia fatal febre chikungunya prisão ventre bolsominion url',news
'velocista jamaicano contrai vírus zika campeão olímpico revezamento numeral x numeral m londr numeral lado url',news
'pessoa posta zika causa vacina vencida credibilidade criatura ir outro postagem nenhum',news
'veim ca gringo nol aki ta isperando pasa um zika viru um chicu cunha',noise
'retweet atenção galera passem repelente porque hj zika',noise
'preste atenção nao dorme coberta preste atenção dorme coberta porque zika viru ir pica pepeka ir pi ir p',noise
'mc cavera zika vírus video clipe url',news
'desde tavo suspeito zika tô bola barriga',relevant
'deus mosquito mordeu ai sera ta zika socorro deus ja sentindo dor mae levar p medico so tipo assim',relevant
'ir tramar plano coisa geniou plano zika ir entrar pro guines',noise
'ser carregado mosquito transmissor dengue',relevant
'espantar mosquito zika',noise
'zika vírus funny url',news
'pesquisador numeral país assinar carta abrir pedindo troca local olimpíada nome “da saúde pública” causa zika',news
'hoje diário investigador brasileiro revelar novo origem microcefalia além zika url',news
'notícia após numeral sequestrador falar lixo junho envolver esquema casa zika serve diferente',news
'pro port zika vírus vacina anticorpo neutralizante azitromicino abstract url',news
'retweet brasil viver epidemia zika numeral vez pequeno estupro url',news
'parece agua suna larva mosquito dengue',noise
'zika estudo mostra pequeno risco final gravidez url',news
'parece doença mosquito dengue',relevant
'segundo festa julino dia hoje aparentemente venci zika vírus amém jesus',relevant
'notícia importante zika vírus poder estar relacionado consumo alimento url',news
'ddlovato cancelar tour brasil causa zika ir cancelar amor tá hora',news
'mosquito dengue tbm',noise
'olimpíada zika parte comunidade científico médico preocupar grande vinda turista durante url',news
'retweet olímpiado rio grande chance fiasco desse século lesão doping zika roubo onça morto',noise
'retweet população dever manter combate dengue inverno dizer prefeitura alvo reclamação jardim esperança regi url',news
'zika consequência microcefalia youtube https t co hug numeral ve numeral gn numeral',news
'joelho tão corpo presente porque utilidade acabar chikungunya msm',relevant
'mau zika vírus minino logo dose tripla',noise
'hoje suspeito dengue',relevant
'md tá foco mosquito dengue',noise
'retweet golpista temer contraria técnico permite avião jogar inseticido contra aede url',news
'principal noticia semana numeral zika viru x olimpiado numeral amazônia numeral º c numeral dr google soundtrack jeff url',news
'gente zika torce contra nao adianta paulo semifinalista libertador',noise
'acha eonni obrigado dever porque parecido acho tô suspeito dengue realidade',relevant
'md cara pqp kj parecia zika vírus nu ksksksksksnsn',noise
'garoto passa ano todo cortando hora tomar vacina contra zika vírus ficar falar tá medo',noise
'eonni ir lá culpa transmissor dengue corpo tá todo dolorer',relevant
'amigo primo tão tudo viciado música costa causa mim funny costa gold zika vírus',noise
'sabe mina cachorro piranha tudo mal amar sair lo zika vírus',noise
'falar nisso hoje cedo mosquito pousar braço saber transmissor dengue sim tô lascado',relevant
'brasil avança pesquisa vacina contra vírus zika url',news
'zika vírus tentando pika aki',relevant
'tudo causa medo rihanno pegar zika dizer url',news
'problema zika pai ir p festa ficar casa porque ta cheio dor corpo lidar',relevant
'ir começar treino hiit casa segundo adiei causa chikungunya deus quiser',relevant
'parei causa zika vírus fuahfguasginkg',relevant
'retweet crise zika ameaçar olimpíada brasil url',news
'guiné bissau confirma três caso zika vírus dizer governo url notícia mundo url',news
'vacina experimental contra zika vírus desenvolvido pesquisador brasileiro norte americanos testado sucesso camundongo',news
'retweet felipe tenutti portador zika viru',noise
'retweet pouco cada coisa url',news
'vacina contra zika testado sucesso camundongo url saúde zikazero url',news
'wpp ir dar mosquito dengue desse jeito',noise
'preparando dar uma picada musquitedo pernilongo muriçoca dengue chicogunha',relevant
'vírus zika pênalti solto',noise
'retweet vez professor veio inseto quase tamanho barato falar mosquito dengue mutante t',news
'dobra inseto numeral vôo numeral morcego come numeral inseto pouco daí aede dengue zika',news
'skksksksksksksksksa começar zika vírus perder pênalti',noise
'coceira catapor perto coceira zika viru nadico inferno',relevant
'numeral real ver filme tanto crack compro numeral real mesmo fo nokia mosquito dengue',noise
'tar td picada mosquito ainda morro zika',relevant
'fazer repelente caseiro contra mosquito dengue zika vírus url',news
'gostar vídeo url fazer repelente caseiro contra mosquito dengue',news
'eito viroy noticia mundial url',news
'ih notícia chegar u cancelar medo porque grávida todo gravido dever previr zika url',news
'assunto p pesquisa estrela esporte mundial pulando olimpíada zika violência poluição',news
'microcefalia antibiótico comum poderia impedir zika chegue bebê entenda url url',news
'homem chikungunya povo daqui casa dar folga',relevant
'retweet lollapaloozacolombia rihanno cancele temor al viru del zika realmente sé sentir url',news
'grande problema citar zika vírus tudo bem poder apagar tocha url',news
'qualquer coisa dizer vir causa zika',news
'pegar dinheiro saber la ajudar familia zika dengue cancelar combate pensar né criatura',news
'gripe dor dente dor corpo heyta zika',relevant
'cuidado dengue vai médico',relevant
'brasil eua dar início estudo analisar risco vírus zika gestante url',news
'golfe desculpa zika viru desculpa querer ver porque torneio olímpico bolsa',news
'retweet rio numeral olímpiado corrupção morte ciclovia hepatite malária zika exploração assassinato animal url',news
'irmão pneumonia agora tá suspeito dengue',relevant
'início dengue gripe muito febre dor cabeça',relevant
'falta profissionalismo virar vírus tá pegando muito gente url',news
'rihanno cancelar medo zika vírus funny morto url',news
'retweet mundo consegue pequeno recurso combater zika organização mundial saúde conta apenas u url',news
'retweeted carlo gringo achando grande problema brasil zika viru violência ir url',news
'fabio braga ta jogando contra parana coxa mlk zika url',news
'porq rihanno ta medo zika viru pretender engravidar período setembro',news
'bastar estressado normalmente ainda suspeito chikungunya slá escreve',relevant
'computador pegar zika dia inteiro anti vírus',noise
'retweet primeiro sexto mês dia pai pantanha mata mosquito dengue bochecha bunda funny zoeira ht',noise
'retweet brasil registro numeral numeral mil caso suspeito zika url',news
'retweet retweet g numeral dois vacina contra zika eficaz animal gerar otimismo url g numeral url',news
'retweet dica grano extra pro carioca vender adaptador rua url',news
'confirmar zika contra pegar',relevant
'botaram culpa zika vírus amor nadou esgoto rio url',news
'so esperar hora desse shopping atacado zika viru',relevant
'bactéria bem protege contra mosquito transmite zika chikungunya url',news
'om numeral país território continuar notificar transmissão vírus zika mosquito dez país url',news
'corpo ruim acho virose tipo dengue',relevant
'olympic brazil zika virus body part ai vai pais belissimo governo incompetente desorganizado corrupto embarrassing',news
'anunciar anti tour brasil cancelar lollapalooza causa zika vírus duvidar venho',news
'febre chikungunya sintoma transmissão tratamento url',news
'retweet plano saúde pagar exame vírus zika partir próximo quarta feira resolução am libera cobran',news
'guiné bissau registar três caso vírus zika url url',news
'retweet eua confirmar u numeral numeral bilhão combate vírus zika país casa branco porém considera valor insu url',news
'vírus zika eh ké u ka otcha ba kau di bai ké ma nó cansa figa canhoto',noise
'retweet sair zika dizer teme vírus ir passar repelente url url',news
'veneno cima população brasileiro contra zika',news
'verdade saber pernilongo mosquito dengue',relevant
'acho mosquito dengue pousar braço agora tá parede',relevant
'retweet tá zika vírus',relevant
'retweet picado espero ser mosquito dengue',relevant
'sempre achei podia zika vírus éra estranho caso microcefalia nordeste',noise
'retweet namoral bota nome viru zika podia nome daor tipo black dragon viru',noise
'zika viruz rio janeiro assalto morte',noise
'confiro vídeo campanha governo estado contra dengue zika vírus organização mundial saúde url',news
'cientista brasil eua conseguir avanço vacina contra zika url',news
'retweet caralho funny caio corto cabelo funny tá parecendo mosquito dengue',noise
'vida parada dengue ministério boy babaca adverte passe rodo',noise
'numeral semana atrás rafa brite falar adiar ficar grávida causa zika ja sabe sexo bebê precisa numeral mês',noise
'mosquito dengue socorram',relevant
'contaminado zika vírus url',news
'contra chicungunha dengue zico repelente contra aedil aegypti contra acúmulo água educação sanitário url',news
'https t co bs numeral msmajdb espanha registro numeral º caso transmissão sexual zika vírus url madrid url',news
'vacina dno contra zika consegue bom resultado camundongo url url',news
'beber água mosquito dengue',relevant
'povo medo ver pro brasil causa zika gente zika gripeza uma marca corpo porque medo',news
'retweet matei mosquito aqui todo característica mosquito dengue espero cover mosquito dengue',relevant
'golfista medo antidoping coisa acostumar fazer vírus zika desculpa',news
'notíciaboa estudo vacina contra dengue começar realizar confiro url',news
'nunca pensar bom golfista mundo tão mal informado sobre contagio procedência zika',news
'retweet segundo impressa colombiano rihanno cancelar show país medo zika vírus rihanno ir apresentar funny',news
'retweet federer dizer teme zika rio numeral ir passar repelente url url',news
'retweet primeiro caso febre chikungunya contraído porto alegre registrar url url',news
'numeral real rio card ônibus especial olimpíada rio visto único coisa graça nessa olimpíada pegar zika vírus',news
'gostar vídeo url playlist funk zika vírus parte numeral',news
'ain zika doença tudo causa vacina vencida governo importar cuba foder povo pelamor deus vsf',news
'retweet diagnóstico zika ainda limitado novo teste urgente dizer especialista url g numeral url',news
'notebook tá vírus mau zika',noise
'retweet notícia pesquisa iniciar lacen confirma associação microcefalia zika vírus url',news
'cover normani parece passar fome pagar zika vírus fifthharmonynocaldeirao',noise
'medo dengue zico chicungunha assalto imagino uma numeral medalha ir fila ladrão',news
'vário atleta deixar ver olimpíada rio pegar zika',news
'retweet gasto saliva gente foco mosquito dengue quintal casa',relevant
'zika vírus corre laurenkjkjk fifthharmonynocaldeirao url',noise
'sair resultado exame dengue amigdalite bacteriano apenas peguei vitor sinal',relevant
'k cícero ir ajudar tocar bola lado brigar bola porque sangue zika vírus nele',noise
'surto microcefalia registrar nordeste poder outro causa além contaminação feto zika url',news
'noil ir vira proprio zika viru',noise
'vadio rihanno cancela definitivamente turnê brasil causa zika vírus olimpíada url',news
'cada zika acontecer dever olho gordo porra',noise
'madri registro numeral º caso contágio zika sexual espanha madrilenho infectar vírus url',news
'desde quinta passar mal dai dar início dengue parece virose saber',relevant
'retweet cadê cura ir penar bastante antes mapear todo prejuízo causado zika bebês ciência url',news
'retweet infecção chikungunya durante gestação identificar paraíba url',news
'confirmar relação vírus zika caso microcefalia url',news
'febre coceira dor cabeça outro sintoma poder dengue chikungunya zico beba muito água ir unidade su',relevant
'parece jornalista brasileiro querendo aparecer apenas obra ok maioria zika preocupa inverno',news
'dor peito vixi continuar poder dengue ja pro medico melhoras tamojunto ️',relevant
'zika vírus gripe satanás oficialmente glória',noise
'whatsapp ta parado água mosquito dengue dever resultado vácuo andei dar',noise
'retweet rihanno nadou amigo mijo carioca cancela medo zika viru ta bom url',news
'mano basto pai dengue agora posso pqp dor corpo',relevant
'chamar público prevenção combate vírus zika url pósgraduação cape chamadapúblico zikaviru',news
'retweet zika vírus aparecer',noise
'saimo futebol samba bunda carnaval pro oh they have zika viru url',news
'quase tipo zika vírus',noise
'mosquito dengue pai ir levar picada funny caralho',noise
'outro falar zika vírus funny',noise
'migué usain bolt lesão véspera olimpíada rio tá correndo zika bala perdida',noise
'cabelo cada dia zika',noise
'fim dai medico mandar repousar dizer adiantavo fazer exame leve dengue',relevant
'zika vez começo ignorar hospital peito tavo vermelhão coçando',relevant
'assim zika numeral vez tanto mês anular porque né mosquito dengue pica todo dia aqui',relevant
'falar sobre zika vírus brasil ter cuidado',news
'guinea bissau confirmo tr caso viru zika url',news
'acordei dia folga trabalho todo redor infectado vírus dengue lidar',relevant
'ministério saúde adverte fuma causa câncer diarreu demência cólera zika ir disney ver rato mickey',noise
'blablablametro rt timbeto manau registro numeral numeral caso vírus zika numeral sob investigação url',news
'retweet instituto butantan receber novo prédio u numeral milhão eua vacina anti zika url',news
'retweet poder deixar água empoçar água parada vasilha caixa d água vaso garrafa outro mosquito dengu',relevant
'suspeito estar cá chicungunha zika vírus',relevant
'pâ d areia vergonha numeral médico aq cm sintoma d dengue merda médico url',news
'tipo pessoa confunde frio febre ficar paranóico achando ta dengue entope paracetamol etc',relevant
'marcosjcardozo guinea bissau confirmó tr caso viru zika url elnacional venezula vnzlalucha vnzlasomostodo',news
'retweet vírus bovino poder relação zika vírus microcefalia url',news
'ñ morrer cada dia volta volta cm forte então ir continuar limpar url',news
'paródia sobre dengue chikungunya zika podem dizer achar url dengue chikungunya zikaviru',news
'rihanno fazer nota oficial porque ver américo sul zika vírus',news
'safo tipo zika vírus menos espera espalhou brasil',noise
'retweet estudo sobre zika poder levar brasil mudar protocolo microcefalia url g numeral url',news
'retweet flórido primeiro bebê microcefalia ligar vírus zika url',news
'pesquisador investigar indício relação vírus bovino zika url url',news
'retweet sucesso teste rato renovar esperança obter vacina contra zika cientista americano esperar url',news
'retweet gravidez prolonga ação vírus zika dizer estudo primata url g numeral url',news
'retweet estudo vacina contra vírus zika avançar brasil graça parceria exterior url url',news
'rodriguinho özil zika vírus jogavo bem tite',noise
'campo numeral gestante suspeito zika numeral numeral caso dengue url',news
'retweet zika vírus poder contrair saliva url',news
'queria pegar zika vírus porque alguém ta difícil',noise
'mosquito dengue nescal aqui demonio c nescal numeral',relevant
'madri registro numeral º caso contágio zika sexual espanha url',news
'dado fornecido ministério saúde mostrar redução significativo novo caso zika vírus brasil url',news
':heart: :heart: pesquisa pesquisador paril vieno identificar anticorpo podem neutralizar tanto zika url',news
'retweet queria estar ryca vírus zyca vírus zika tá arianagrande kcamexico url',news
'retweet caso chikungunya poa homem numeral ano bairro jardim itu sabar segundo secretário joo gabbardo',news
'porto alegre registro primeiro caso autóctone febre chikungunya porto alegre registrar final junho url',news
'poder ser zika rio numeral usainbolt atletismo jogosolimpico zikaviru url',news
'combat arm single zika padrão url',news
'retweet vacina contra zika testado sucesso camundongo url governofederal feedly',news
'mosquito dengue preparar bom fie produzia dengue agora vir dengue zika chykguno',noise
'novo relatório om atualizar numeral número país circulação vírus zika url',news
'retweet aid contra zika aid governo distribuir numeral milhão preservativo superesporte url',news
'geração poder conhecer ousou engravidar época zika',news
'faltar tentativa golpe estado url',news
'olha medo pegar zika vírus bv saber fazer sarrado',noise
'retweet tamo falar zika vírus rolezo beijo ibirapuera campeonato d',noise
'retweet cada cinco bebês zika microcefalia triagem precisa aprimorado url url',news
'retweet computador poder ajudar descobrir cura vírus zika vídeo url',news
'retweet tvi numeral zika bebé aparentemente normal nascer microcefalia url',news
'ir cachaceiro foda crl zeu zika viru',noise
'justin nao cancele show americo latino causa zika vírus amém',noise
'espantando mosquito dengue url',news
'ficar mexendo senao zika viru pego',relevant
'funny zika viru pô',noise
'dizer combate zika deixa muriçoca entrar url',noise
'mano serio historia riri cancelado tour causa zika vírus',noise
'retweet horror bando fanático apoiar corrupto crise desemprego violência inflação ditadura c',noise
'soph preocupar dengue porque beijar zika chicungunha aede egypt',noise
'retweet vacina contra zika testado humano próximo semana url url',news
'mosquito dengue',noise
'todo mundo cancelando tour brasil causa zika doença uhu parabém',noise
'shy shy ta quase zika vírus ne todo mundo ta fazer',noise
'hora dar dor barriga deus alivia aí zika vírus',relevant
'blablablametro rt timbeto teste vacina contra dengue iniciado ar numeral numeral mil voluntário url',news
'retweet isabella unico pessoa conheço picada zika viru funny',noise
'corpo aonda dói causa zika',relevant
'kjk noil zika doq zika vírus url',noise
'lembro dois último aniversário passei dia antes hospital causa dengue',relevant
'repórter record investigação completo sofrimento convive zika vírus numeral numeral numeral url',news
'hoje sinto dor chikungunya',relevant
'coloquei video zika viru plug dj saber tirar',noise
'acordo cálculo rio numeral homem numeral x chance estuprado pegar zika homem propenso ser morto tiro',noise
'lesão nome medo dengue zico chikungunya',noise
'ir quebra pau ir taca cu farofeiro ridícula ir xano zika vírus',noise
'men ce ta zika memo ein ta impressionando cada dia passa funny',noise
'barzin zika bebe bem paga pouco',noise
'vida tão parada tio passa vr tm mosquito dengue casa pr examinar ver ñ mosquito',noise
'tá ligar né zika viru',noise
'mosquito dengue foda funny',relevant
'copa zika vírus terrorista crise administrativo econômico taca taca taca bom tempo',noise
'rolezo tirar zika corpo obrigado deus url',relevant
'kakjajakajk br mau viru zika',noise
'retweet zika vírus pegar',relevant
'retweet zika viru so',relevant
'crise zika vírus ainda ir prejudicar vinda cantor tudo numeral ir show pingado',noise
'retweet tl ta parada mosquito dengue',noise
'mudo desse lugar pqp chicungunha zico dengue solidão maldito jardim brasil',relevant
'pó zika msm falei cm victor manhã ó pica',relevant
'linda sair banho esquece enxugar bem barriga porque poder pegar doença agua parada pneu dar dengue bjk fofa cuido',noise
'linda bom briza manda muuito homem zika url',noise
'glória maria fazer fumacê contra mosquito dengue aí',noise
'wallace chamando chikungunya thayla zika vírus bia dengue',relevant
'gzul mosquito dengue',relevant
'tudopelamlb brasil ja galo zico agora vírus zika cruzar oq hein funny',noise
'retweet ian nikki sei lo nome shipper certeza parece zika viru veranomtv numeral justin bieber url',noise
'retweet notificação dengue cair quisermo verão aede mobilização continuar url',news
'tomaro exame dengue dar negativo bem semana prova doente',relevant
'retweet pepê bandido zika viru url',noise
'oh lerdeza heim funny mosquito dengue',noise
'primer caso zika transmitido sexualmente url',news
'retweet medo zika viru url',relevant
'mano coceira corpo parece zika',relevant
'retweet daqui pouco estúdiogaúcha falar sobre numeral morte gripe neste ano funny numeral º caso chikungunya ca',news
'retweet zika viru importante enfatizar tag',noise
'zika vírus matou irmão',relevant
'dengue achei pego tanto febre maxilar tensionado gripe todo mês dor cabeça pesadelo alergia novo',relevant
'zika tá solta corpo tá fechar',relevant
'causa doença surto dengue américo latino',news
'ae nova toma cuidado porque caveira zika viru sp',noise
'retweet sobre zika vírus conheço numeral pessoa jeito tão falar parece mosquito aqui humano',noise
'invernonuuvar mosquito zika',noise
'retweet qualquer rihanno ta fogo raba nao quer ver aqui gente ta medo chikungunya tbm fia surto ja passar',noise
'retweet algum site falar rihanno nao vir americo sul medo zika viru sínico hora nadar',noise
'retweet doença unir todo tribo dongue url',noise
'sempre achei esquisito vincularem tudo tão rapido mosquito zika ir ver',noise
'i liked video url mc cavera zika vírus video clipe',noise
'ate hoje entender porque minhoca mosquito dengue pagino inicial site otakumole',noise
'saber assunto momento político dengue coisa óbvio né',noise
'mano quase arranca pele tanto coceira saco pensar zika apenas doenca tv',relevant
'retweet excelente secretário mosquito dorme morrer frio url',news
'loco tá zika zika vírus funny',noise
'enquanto vacina previne vírus zika ser testado quanta homem gravido recebero triste diagnostico microcefalia',noise
'achando tema amanhã ir sobre político sobre dengue funny',noise
'povo colombia indignado cancelar lá causa zika veio pro brasil tb zika dvbcvvcmkbc',noise
'retweet espanha registro primeiro caso transmissão sexual zika vírus url',news
'pesquisa sergipe confirma associação microcefalia zika url url',news
'rihanno ja tomar banho agua podre aqui rio agora cancela show causa zika duvidar',noise
'flnd fruto mar agr flnd dengue relação saber cm chegamo assunto tbm saber',noise
'retweet hoje ônibus peguei tavo bug fazer rir tão alto gravação falar aguarde sempre mosquito',noise
